ID,Name,Age,Salary,Department,Gender,Years of Experience,Education Level,Performance Rating,Date of Hire,Job Title,Manager Name,Phone Number,Email Address,Address
644,Employee 644,39,93246.92,Engineering,Non-binary,29,Master's,4.5,2017-02-06,Manager Engineering,John Doe,436-674-3015,employee644@example.com,"234 Main St, Anytown, USA"
645,Employee 645,26,47667.65,Engineering,Male,16,Associate's,3.0,2012-09-28,Director Engineering,Jane Smith,104-550-2825,employee645@example.com,"123 Main St, Anytown, USA"
646,Employee 646,36,117931.07,Sales,Non-binary,21,High School,3.0,2018-03-18,Engineer Sales,Emily Williams,990-834-9098,employee646@example.com,"901 Main St, Anytown, USA"
647,Employee 647,45,116423.89,Sales,Female,14,Master's,4.0,2014-02-07,Coordinator Sales,Jane Smith,263-977-7412,employee647@example.com,"1234 Main St, Anytown, USA"
648,Employee 648,23,52903.96,Finance,Non-binary,12,High School,3.0,2022-08-24,Assistant Finance,Bob Johnson,515-398-7255,employee648@example.com,"456 Main St, Anytown, USA"
649,Employee 649,50,114095.15,Engineering,Non-binary,8,Master's,3.0,2015-09-01,Manager Engineering,John Doe,344-543-2331,employee649@example.com,"567 Main St, Anytown, USA"
650,Employee 650,56,73061.42,Engineering,Male,4,Master's,3.5,2012-07-16,Coordinator Engineering,Jane Smith,655-165-1719,employee650@example.com,"567 Main St, Anytown, USA"
651,Employee 651,33,79180.01,Sales,Male,1,Associate's,4.5,2017-07-25,Engineer Sales,Bob Johnson,368-905-6415,employee651@example.com,"678 Main St, Anytown, USA"
652,Employee 652,52,61156.95,Engineering,Non-binary,25,PhD,3.5,2017-09-16,Analyst Engineering,Bob Johnson,722-729-5608,employee652@example.com,"901 Main St, Anytown, USA"
653,Employee 653,54,44702.93,Engineering,Female,26,High School,4.5,2016-05-13,Assistant Engineering,Jane Smith,740-563-2280,employee653@example.com,"1234 Main St, Anytown, USA"
654,Employee 654,32,40156.77,Sales,Female,2,PhD,5.0,2022-03-21,Engineer Sales,John Doe,865-206-9438,employee654@example.com,"901 Main St, Anytown, USA"
655,Employee 655,54,73276.31,Marketing,Non-binary,25,PhD,4.5,2020-02-10,Assistant Marketing,Jane Smith,648-458-1054,employee655@example.com,"1234 Main St, Anytown, USA"
656,Employee 656,26,118509.36,Sales,Non-binary,3,High School,5.0,2016-12-01,Director Sales,Bob Johnson,265-621-3687,employee656@example.com,"101 Main St, Anytown, USA"
657,Employee 657,60,96822.25,HR,Non-binary,4,Master's,3.5,2019-06-26,Director HR,Jane Smith,641-712-6252,employee657@example.com,"678 Main St, Anytown, USA"
658,Employee 658,43,76663.98,Sales,Female,5,PhD,3.0,2021-02-06,Coordinator Sales,Emily Williams,420-274-1120,employee658@example.com,"234 Main St, Anytown, USA"
659,Employee 659,30,106416.88,Finance,Male,18,PhD,5.0,2021-06-19,Assistant Finance,Emily Williams,457-805-5957,employee659@example.com,"890 Main St, Anytown, USA"
660,Employee 660,27,118282.54,Engineering,Male,18,Associate's,4.5,2023-05-04,Assistant Engineering,Emily Williams,678-569-7248,employee660@example.com,"101 Main St, Anytown, USA"
661,Employee 661,26,67715.09,Finance,Female,20,Bachelor's,3.5,2019-08-05,Director Finance,David Brown,174-442-4658,employee661@example.com,"890 Main St, Anytown, USA"
662,Employee 662,50,73030.33,Engineering,Male,12,Associate's,5.0,2014-08-04,Engineer Engineering,Emily Williams,670-107-8951,employee662@example.com,"890 Main St, Anytown, USA"
663,Employee 663,26,49236.22,Engineering,Male,1,PhD,4.0,2021-04-03,Assistant Engineering,Emily Williams,103-779-3460,employee663@example.com,"678 Main St, Anytown, USA"
664,Employee 664,33,69881.86,Finance,Female,26,Master's,5.0,2015-01-12,Assistant Finance,David Brown,168-367-2162,employee664@example.com,"456 Main St, Anytown, USA"
665,Employee 665,26,81370.36,Engineering,Non-binary,0,Master's,4.0,2023-03-27,Analyst Engineering,David Brown,919-587-3391,employee665@example.com,"901 Main St, Anytown, USA"
666,Employee 666,61,64987.13,Finance,Female,28,High School,3.5,2017-10-05,Assistant Finance,Emily Williams,595-535-1332,employee666@example.com,"789 Main St, Anytown, USA"
667,Employee 667,58,58191.55,Sales,Male,25,Master's,3.5,2013-05-23,Analyst Sales,David Brown,312-667-1836,employee667@example.com,"2345 Main St, Anytown, USA"
668,Employee 668,58,54657.86,HR,Male,27,Master's,4.0,2015-02-04,Coordinator HR,Emily Williams,416-527-2952,employee668@example.com,"890 Main St, Anytown, USA"
669,Employee 669,42,90882.49,Sales,Non-binary,2,High School,5.0,2022-05-26,Manager Sales,Emily Williams,701-921-8160,employee669@example.com,"678 Main St, Anytown, USA"
670,Employee 670,47,41973.38,Finance,Female,8,High School,3.5,2020-08-02,Coordinator Finance,Emily Williams,131-650-2055,employee670@example.com,"890 Main St, Anytown, USA"
671,Employee 671,34,96533.34,HR,Male,11,High School,4.0,2020-08-15,Manager HR,Emily Williams,536-578-4841,employee671@example.com,"123 Main St, Anytown, USA"
672,Employee 672,42,54111.17,Marketing,Male,10,Bachelor's,3.5,2014-03-25,Manager Marketing,Jane Smith,645-163-3746,employee672@example.com,"456 Main St, Anytown, USA"
673,Employee 673,50,49154.25,Marketing,Male,25,High School,5.0,2010-04-12,Engineer Marketing,Emily Williams,125-174-6277,employee673@example.com,"101 Main St, Anytown, USA"
674,Employee 674,28,115735.07,Finance,Female,4,Master's,4.5,2011-12-24,Manager Finance,Emily Williams,303-854-4191,employee674@example.com,"789 Main St, Anytown, USA"
675,Employee 675,63,77666.69,Engineering,Male,17,High School,4.5,2018-08-24,Engineer Engineering,John Doe,346-406-9156,employee675@example.com,"456 Main St, Anytown, USA"
676,Employee 676,58,117190.01,Marketing,Female,23,High School,4.0,2011-01-01,Assistant Marketing,John Doe,668-747-4101,employee676@example.com,"101 Main St, Anytown, USA"
677,Employee 677,46,55575.71,Finance,Female,8,Associate's,4.5,2012-02-26,Assistant Finance,David Brown,907-459-2015,employee677@example.com,"101 Main St, Anytown, USA"
678,Employee 678,40,99025.74,Finance,Non-binary,16,Associate's,5.0,2014-02-24,Director Finance,John Doe,233-825-4466,employee678@example.com,"678 Main St, Anytown, USA"
679,Employee 679,49,115716.06,Marketing,Non-binary,2,Bachelor's,4.5,2015-12-09,Analyst Marketing,John Doe,712-304-6410,employee679@example.com,"123 Main St, Anytown, USA"
680,Employee 680,38,108845.68,HR,Non-binary,28,Bachelor's,3.0,2013-05-08,Manager HR,Bob Johnson,387-365-9311,employee680@example.com,"901 Main St, Anytown, USA"
681,Employee 681,58,43119.4,HR,Male,5,Associate's,4.0,2022-11-12,Manager HR,Bob Johnson,340-641-9384,employee681@example.com,"456 Main St, Anytown, USA"
682,Employee 682,28,61812.27,HR,Non-binary,13,PhD,4.0,2021-05-16,Engineer HR,Bob Johnson,737-293-9271,employee682@example.com,"1234 Main St, Anytown, USA"
683,Employee 683,27,86587.91,Engineering,Male,7,High School,3.0,2016-12-23,Engineer Engineering,Emily Williams,508-939-2472,employee683@example.com,"567 Main St, Anytown, USA"
684,Employee 684,52,114688.97,Engineering,Non-binary,22,PhD,4.5,2016-10-17,Manager Engineering,David Brown,164-285-3962,employee684@example.com,"5678 Main St, Anytown, USA"
685,Employee 685,60,112334.01,Marketing,Female,13,High School,3.0,2018-01-07,Manager Marketing,Emily Williams,558-693-1720,employee685@example.com,"2345 Main St, Anytown, USA"
686,Employee 686,46,116002.48,Sales,Non-binary,10,Associate's,3.0,2016-04-24,Assistant Sales,Jane Smith,729-743-2438,employee686@example.com,"234 Main St, Anytown, USA"
687,Employee 687,35,108592.95,HR,Male,3,Associate's,5.0,2020-03-10,Engineer HR,John Doe,834-161-6964,employee687@example.com,"123 Main St, Anytown, USA"
688,Employee 688,63,81188.61,HR,Female,29,Bachelor's,3.0,2019-08-14,Director HR,John Doe,450-963-7254,employee688@example.com,"123 Main St, Anytown, USA"
689,Employee 689,52,102460.06,Finance,Female,30,PhD,4.5,2017-05-14,Coordinator Finance,Jane Smith,409-856-9955,employee689@example.com,"890 Main St, Anytown, USA"
690,Employee 690,24,94910.38,Marketing,Male,23,Master's,5.0,2018-05-04,Director Marketing,Emily Williams,890-805-3098,employee690@example.com,"789 Main St, Anytown, USA"
691,Employee 691,37,69901.22,Marketing,Male,30,Master's,4.5,2015-06-01,Coordinator Marketing,David Brown,790-671-8536,employee691@example.com,"890 Main St, Anytown, USA"
692,Employee 692,57,47108.25,Marketing,Non-binary,1,Master's,3.0,2017-09-09,Manager Marketing,John Doe,252-534-2001,employee692@example.com,"101 Main St, Anytown, USA"
693,Employee 693,47,118076.0,HR,Female,22,High School,3.5,2016-06-28,Analyst HR,Emily Williams,679-558-3048,employee693@example.com,"890 Main St, Anytown, USA"
694,Employee 694,65,71645.85,Finance,Male,11,Associate's,4.0,2022-01-09,Analyst Finance,Jane Smith,702-131-8425,employee694@example.com,"789 Main St, Anytown, USA"
695,Employee 695,30,53741.45,HR,Male,28,High School,3.5,2010-01-28,Director HR,Emily Williams,354-638-7365,employee695@example.com,"890 Main St, Anytown, USA"
696,Employee 696,21,75340.88,HR,Female,5,Associate's,3.0,2016-12-03,Manager HR,David Brown,334-812-3488,employee696@example.com,"901 Main St, Anytown, USA"
697,Employee 697,48,103620.55,Finance,Male,16,PhD,4.0,2019-02-06,Manager Finance,Bob Johnson,245-163-3817,employee697@example.com,"901 Main St, Anytown, USA"
698,Employee 698,21,116024.78,Marketing,Male,21,Master's,3.0,2013-09-23,Manager Marketing,Bob Johnson,305-711-9081,employee698@example.com,"234 Main St, Anytown, USA"
699,Employee 699,28,53370.12,Finance,Female,20,Master's,5.0,2021-09-14,Engineer Finance,Emily Williams,783-388-2763,employee699@example.com,"2345 Main St, Anytown, USA"
700,Employee 700,44,71601.88,Finance,Male,17,Master's,4.0,2016-11-27,Engineer Finance,Bob Johnson,200-211-7064,employee700@example.com,"123 Main St, Anytown, USA"
701,Employee 701,58,116174.35,Sales,Non-binary,9,Bachelor's,4.0,2021-03-09,Engineer Sales,John Doe,827-703-4038,employee701@example.com,"2345 Main St, Anytown, USA"
702,Employee 702,58,58459.43,Finance,Female,29,PhD,5.0,2015-03-05,Coordinator Finance,John Doe,548-985-9519,employee702@example.com,"567 Main St, Anytown, USA"
703,Employee 703,62,54334.01,Finance,Non-binary,22,Master's,4.0,2013-08-14,Coordinator Finance,David Brown,278-631-5040,employee703@example.com,"901 Main St, Anytown, USA"
704,Employee 704,34,84727.07,Sales,Male,19,High School,3.5,2020-04-08,Assistant Sales,Emily Williams,780-239-2283,employee704@example.com,"901 Main St, Anytown, USA"
705,Employee 705,48,79680.87,Sales,Non-binary,29,Master's,3.0,2017-11-27,Manager Sales,David Brown,605-617-5751,employee705@example.com,"1234 Main St, Anytown, USA"
706,Employee 706,26,78324.93,Finance,Male,23,Associate's,5.0,2019-12-03,Engineer Finance,Emily Williams,498-938-9749,employee706@example.com,"234 Main St, Anytown, USA"
707,Employee 707,34,88962.23,Sales,Non-binary,9,Associate's,4.5,2020-08-12,Director Sales,Jane Smith,842-240-7040,employee707@example.com,"101 Main St, Anytown, USA"
708,Employee 708,52,82640.24,HR,Non-binary,23,Bachelor's,3.0,2017-08-21,Engineer HR,Jane Smith,604-546-6015,employee708@example.com,"678 Main St, Anytown, USA"
709,Employee 709,48,94224.18,HR,Male,17,Bachelor's,3.0,2023-02-15,Manager HR,John Doe,613-502-1345,employee709@example.com,"456 Main St, Anytown, USA"
710,Employee 710,49,96698.88,Sales,Non-binary,12,High School,4.0,2015-08-08,Engineer Sales,David Brown,147-309-3107,employee710@example.com,"456 Main St, Anytown, USA"
711,Employee 711,60,83590.99,Engineering,Male,19,Bachelor's,3.5,2015-02-24,Coordinator Engineering,John Doe,517-178-1192,employee711@example.com,"901 Main St, Anytown, USA"
712,Employee 712,31,51348.39,Engineering,Male,20,Master's,3.0,2018-08-24,Assistant Engineering,Emily Williams,955-435-7797,employee712@example.com,"2345 Main St, Anytown, USA"
713,Employee 713,32,82691.77,Engineering,Female,6,High School,3.5,2015-07-16,Director Engineering,John Doe,481-534-1890,employee713@example.com,"890 Main St, Anytown, USA"
714,Employee 714,45,76248.3,Sales,Female,19,PhD,3.5,2011-05-24,Coordinator Sales,David Brown,997-610-3922,employee714@example.com,"890 Main St, Anytown, USA"
715,Employee 715,43,98620.8,Engineering,Non-binary,2,PhD,5.0,2019-10-14,Engineer Engineering,David Brown,908-554-9987,employee715@example.com,"5678 Main St, Anytown, USA"
716,Employee 716,65,72046.13,Marketing,Non-binary,25,Bachelor's,3.0,2014-08-27,Assistant Marketing,Bob Johnson,357-451-8987,employee716@example.com,"123 Main St, Anytown, USA"
717,Employee 717,50,54512.24,Marketing,Male,4,Associate's,3.0,2014-10-12,Analyst Marketing,Bob Johnson,389-388-9374,employee717@example.com,"456 Main St, Anytown, USA"
718,Employee 718,48,100090.2,Sales,Non-binary,14,Associate's,3.0,2018-03-28,Engineer Sales,David Brown,143-794-8589,employee718@example.com,"123 Main St, Anytown, USA"
719,Employee 719,59,86606.87,Finance,Female,12,Master's,5.0,2017-12-02,Manager Finance,David Brown,190-449-1733,employee719@example.com,"101 Main St, Anytown, USA"
720,Employee 720,63,115805.11,Finance,Female,6,Associate's,5.0,2014-07-07,Engineer Finance,David Brown,793-661-4328,employee720@example.com,"567 Main St, Anytown, USA"
721,Employee 721,29,64092.09,Marketing,Non-binary,25,Bachelor's,5.0,2011-07-06,Assistant Marketing,Bob Johnson,133-200-7396,employee721@example.com,"567 Main St, Anytown, USA"
722,Employee 722,21,86122.24,Finance,Non-binary,8,High School,5.0,2014-12-21,Analyst Finance,Emily Williams,193-553-8423,employee722@example.com,"123 Main St, Anytown, USA"
723,Employee 723,32,95797.79,Sales,Male,1,Master's,3.5,2011-12-14,Coordinator Sales,Jane Smith,565-541-7881,employee723@example.com,"567 Main St, Anytown, USA"
724,Employee 724,55,50273.53,HR,Male,11,Bachelor's,4.0,2022-09-12,Analyst HR,Jane Smith,485-329-4192,employee724@example.com,"1234 Main St, Anytown, USA"
725,Employee 725,42,103139.3,HR,Non-binary,25,Bachelor's,4.5,2014-02-14,Analyst HR,Bob Johnson,192-627-1885,employee725@example.com,"789 Main St, Anytown, USA"
726,Employee 726,45,73882.36,Marketing,Female,26,PhD,4.0,2018-04-09,Assistant Marketing,John Doe,188-668-7918,employee726@example.com,"234 Main St, Anytown, USA"
727,Employee 727,21,59340.2,HR,Non-binary,30,PhD,3.0,2023-02-21,Coordinator HR,Emily Williams,378-224-1020,employee727@example.com,"456 Main St, Anytown, USA"
728,Employee 728,28,87354.07,Marketing,Non-binary,7,High School,3.5,2021-09-16,Director Marketing,Jane Smith,294-942-2609,employee728@example.com,"789 Main St, Anytown, USA"
729,Employee 729,27,115326.11,Finance,Female,23,High School,4.5,2010-03-02,Coordinator Finance,John Doe,594-306-4558,employee729@example.com,"901 Main St, Anytown, USA"
730,Employee 730,61,104832.71,HR,Non-binary,24,Master's,3.0,2012-03-04,Manager HR,David Brown,671-596-3451,employee730@example.com,"678 Main St, Anytown, USA"
731,Employee 731,41,118274.71,Sales,Non-binary,18,High School,3.5,2022-04-26,Assistant Sales,Bob Johnson,828-328-7483,employee731@example.com,"567 Main St, Anytown, USA"
732,Employee 732,36,107840.97,Finance,Non-binary,20,High School,4.0,2011-05-22,Assistant Finance,John Doe,928-888-5457,employee732@example.com,"890 Main St, Anytown, USA"
733,Employee 733,51,51636.58,Sales,Female,10,Bachelor's,4.5,2010-05-23,Analyst Sales,Emily Williams,895-293-5680,employee733@example.com,"5678 Main St, Anytown, USA"
734,Employee 734,22,45198.26,HR,Non-binary,11,Associate's,4.5,2023-08-26,Manager HR,Bob Johnson,393-138-3642,employee734@example.com,"890 Main St, Anytown, USA"
735,Employee 735,41,43865.52,HR,Male,7,Bachelor's,4.0,2019-10-20,Director HR,Bob Johnson,286-962-4547,employee735@example.com,"789 Main St, Anytown, USA"
736,Employee 736,26,61349.32,Engineering,Non-binary,18,Associate's,3.0,2021-01-19,Coordinator Engineering,David Brown,851-434-5819,employee736@example.com,"456 Main St, Anytown, USA"
737,Employee 737,56,58304.46,Engineering,Non-binary,1,Associate's,4.5,2023-08-07,Engineer Engineering,John Doe,904-992-2332,employee737@example.com,"789 Main St, Anytown, USA"
738,Employee 738,64,116257.4,Sales,Non-binary,8,Master's,5.0,2021-03-22,Director Sales,Emily Williams,343-911-6268,employee738@example.com,"456 Main St, Anytown, USA"
739,Employee 739,21,44232.07,Marketing,Female,10,Bachelor's,3.0,2018-04-01,Engineer Marketing,David Brown,398-322-7009,employee739@example.com,"567 Main St, Anytown, USA"
740,Employee 740,38,106582.96,HR,Non-binary,9,PhD,4.5,2016-12-09,Manager HR,David Brown,878-561-4874,employee740@example.com,"101 Main St, Anytown, USA"
741,Employee 741,37,100091.4,Marketing,Male,8,Master's,5.0,2019-03-26,Director Marketing,John Doe,880-833-5102,employee741@example.com,"123 Main St, Anytown, USA"
742,Employee 742,52,62760.68,HR,Male,5,High School,3.5,2015-09-12,Engineer HR,David Brown,610-992-4324,employee742@example.com,"1234 Main St, Anytown, USA"
743,Employee 743,49,61707.66,Marketing,Non-binary,14,High School,4.5,2016-10-17,Coordinator Marketing,Bob Johnson,949-134-8090,employee743@example.com,"101 Main St, Anytown, USA"
744,Employee 744,35,61574.86,Sales,Male,17,Master's,4.0,2015-08-22,Analyst Sales,John Doe,459-507-3229,employee744@example.com,"901 Main St, Anytown, USA"
745,Employee 745,52,52621.07,Finance,Female,13,PhD,3.5,2014-06-12,Coordinator Finance,Jane Smith,986-324-2453,employee745@example.com,"5678 Main St, Anytown, USA"
746,Employee 746,59,58277.83,Finance,Female,19,High School,4.0,2021-10-19,Director Finance,David Brown,974-969-6766,employee746@example.com,"901 Main St, Anytown, USA"
747,Employee 747,64,99213.41,HR,Male,28,Associate's,3.5,2017-04-22,Director HR,Emily Williams,941-757-2527,employee747@example.com,"101 Main St, Anytown, USA"
748,Employee 748,35,113563.86,Engineering,Male,7,Associate's,4.0,2016-02-07,Analyst Engineering,John Doe,434-924-8414,employee748@example.com,"456 Main St, Anytown, USA"
749,Employee 749,30,111978.54,Engineering,Non-binary,27,Master's,4.0,2015-03-09,Assistant Engineering,Bob Johnson,555-720-3688,employee749@example.com,"234 Main St, Anytown, USA"
750,Employee 750,30,112511.11,Engineering,Male,21,PhD,4.0,2014-05-12,Coordinator Engineering,Emily Williams,406-155-7404,employee750@example.com,"678 Main St, Anytown, USA"
751,Employee 751,45,104149.51,Marketing,Female,6,PhD,3.0,2023-01-08,Director Marketing,David Brown,659-596-6037,employee751@example.com,"456 Main St, Anytown, USA"
752,Employee 752,47,51673.5,Sales,Non-binary,8,High School,4.0,2023-06-13,Engineer Sales,Bob Johnson,627-391-9648,employee752@example.com,"101 Main St, Anytown, USA"
753,Employee 753,48,104618.25,Marketing,Male,10,PhD,4.0,2012-08-08,Director Marketing,Bob Johnson,102-674-3941,employee753@example.com,"567 Main St, Anytown, USA"
754,Employee 754,39,113577.64,Sales,Female,23,Master's,3.0,2019-06-20,Assistant Sales,Jane Smith,842-841-7645,employee754@example.com,"890 Main St, Anytown, USA"
755,Employee 755,36,48037.97,Finance,Male,26,PhD,4.0,2016-09-28,Director Finance,John Doe,395-596-8291,employee755@example.com,"456 Main St, Anytown, USA"
756,Employee 756,25,83730.83,Engineering,Male,27,High School,4.0,2022-12-03,Assistant Engineering,Bob Johnson,235-266-5295,employee756@example.com,"567 Main St, Anytown, USA"
757,Employee 757,30,45522.34,HR,Male,19,PhD,4.0,2023-04-24,Manager HR,John Doe,513-394-3262,employee757@example.com,"901 Main St, Anytown, USA"
758,Employee 758,42,43585.76,Marketing,Non-binary,4,PhD,4.5,2013-08-02,Director Marketing,John Doe,766-485-4666,employee758@example.com,"234 Main St, Anytown, USA"
759,Employee 759,32,114564.17,Finance,Male,30,High School,3.0,2014-10-25,Engineer Finance,Bob Johnson,932-229-2469,employee759@example.com,"123 Main St, Anytown, USA"
760,Employee 760,27,74697.74,Marketing,Male,4,High School,3.0,2014-04-11,Engineer Marketing,Emily Williams,914-292-4362,employee760@example.com,"5678 Main St, Anytown, USA"
761,Employee 761,55,51135.43,Engineering,Male,25,Bachelor's,5.0,2014-04-07,Manager Engineering,David Brown,965-713-8864,employee761@example.com,"1234 Main St, Anytown, USA"
762,Employee 762,52,59155.59,Finance,Female,23,PhD,4.5,2013-04-16,Assistant Finance,John Doe,850-606-6113,employee762@example.com,"456 Main St, Anytown, USA"
763,Employee 763,22,47255.2,Engineering,Male,29,PhD,4.0,2017-07-12,Director Engineering,David Brown,642-851-2926,employee763@example.com,"234 Main St, Anytown, USA"
764,Employee 764,57,104777.59,HR,Female,6,High School,4.5,2021-05-21,Engineer HR,Bob Johnson,812-392-1484,employee764@example.com,"101 Main St, Anytown, USA"
765,Employee 765,30,88665.9,Marketing,Non-binary,11,Associate's,4.0,2022-09-05,Director Marketing,Jane Smith,443-902-8506,employee765@example.com,"101 Main St, Anytown, USA"
766,Employee 766,41,51601.09,Engineering,Male,26,PhD,3.0,2011-11-23,Director Engineering,Bob Johnson,467-174-4494,employee766@example.com,"890 Main St, Anytown, USA"
767,Employee 767,21,53967.8,HR,Female,24,Bachelor's,4.0,2022-01-24,Coordinator HR,Bob Johnson,190-470-8091,employee767@example.com,"101 Main St, Anytown, USA"
768,Employee 768,46,87077.34,Sales,Female,10,Master's,3.0,2023-11-11,Analyst Sales,Emily Williams,958-414-8086,employee768@example.com,"101 Main St, Anytown, USA"
769,Employee 769,59,53808.09,Marketing,Male,16,PhD,4.5,2014-10-10,Manager Marketing,Jane Smith,888-331-7106,employee769@example.com,"123 Main St, Anytown, USA"
770,Employee 770,29,117939.9,Sales,Male,26,Master's,4.5,2011-05-22,Manager Sales,John Doe,703-347-8605,employee770@example.com,"567 Main St, Anytown, USA"
771,Employee 771,54,87178.99,Sales,Female,4,Associate's,4.5,2018-03-07,Director Sales,Jane Smith,247-570-2833,employee771@example.com,"789 Main St, Anytown, USA"
772,Employee 772,61,82041.18,Engineering,Non-binary,13,High School,5.0,2011-08-13,Manager Engineering,Bob Johnson,740-537-9125,employee772@example.com,"678 Main St, Anytown, USA"
773,Employee 773,23,61447.75,HR,Female,9,High School,3.0,2012-12-15,Analyst HR,John Doe,599-355-7529,employee773@example.com,"2345 Main St, Anytown, USA"
774,Employee 774,42,85576.62,Sales,Female,3,Associate's,5.0,2023-10-09,Engineer Sales,David Brown,892-234-3500,employee774@example.com,"567 Main St, Anytown, USA"
775,Employee 775,46,40422.57,Marketing,Female,0,PhD,4.0,2016-10-27,Engineer Marketing,Emily Williams,550-999-8057,employee775@example.com,"567 Main St, Anytown, USA"
776,Employee 776,57,67842.56,Marketing,Non-binary,23,Bachelor's,4.5,2015-05-16,Assistant Marketing,Emily Williams,837-782-6012,employee776@example.com,"456 Main St, Anytown, USA"
777,Employee 777,59,73357.78,Engineering,Non-binary,26,Master's,3.5,2015-03-08,Analyst Engineering,John Doe,879-864-6559,employee777@example.com,"678 Main St, Anytown, USA"
778,Employee 778,59,56874.36,Finance,Male,0,Master's,4.5,2012-10-19,Director Finance,Bob Johnson,750-742-9739,employee778@example.com,"123 Main St, Anytown, USA"
779,Employee 779,30,57348.47,Sales,Male,27,Master's,3.5,2012-05-26,Engineer Sales,Bob Johnson,343-465-7524,employee779@example.com,"901 Main St, Anytown, USA"
780,Employee 780,45,44905.42,Finance,Non-binary,16,Bachelor's,5.0,2013-05-16,Manager Finance,Jane Smith,499-884-6704,employee780@example.com,"2345 Main St, Anytown, USA"
781,Employee 781,38,70763.73,Engineering,Female,13,High School,5.0,2022-04-12,Manager Engineering,John Doe,728-848-3163,employee781@example.com,"101 Main St, Anytown, USA"
782,Employee 782,35,92064.46,HR,Non-binary,19,Associate's,5.0,2022-09-22,Engineer HR,Jane Smith,612-148-4691,employee782@example.com,"789 Main St, Anytown, USA"
783,Employee 783,46,77619.76,Marketing,Non-binary,8,High School,4.0,2018-12-12,Manager Marketing,John Doe,473-807-9638,employee783@example.com,"101 Main St, Anytown, USA"
784,Employee 784,24,105700.08,Sales,Female,9,Associate's,4.5,2022-12-11,Assistant Sales,John Doe,416-241-2971,employee784@example.com,"2345 Main St, Anytown, USA"
785,Employee 785,30,46904.35,Engineering,Female,6,Bachelor's,5.0,2017-04-19,Coordinator Engineering,Bob Johnson,644-686-2267,employee785@example.com,"789 Main St, Anytown, USA"
786,Employee 786,63,86398.93,Sales,Female,21,Bachelor's,3.5,2012-11-02,Director Sales,Emily Williams,906-344-7248,employee786@example.com,"456 Main St, Anytown, USA"
787,Employee 787,28,75097.44,Finance,Female,21,PhD,5.0,2011-08-08,Manager Finance,Jane Smith,875-948-4718,employee787@example.com,"456 Main St, Anytown, USA"
788,Employee 788,51,69418.34,Sales,Non-binary,24,High School,4.5,2020-11-21,Director Sales,Jane Smith,939-854-5828,employee788@example.com,"567 Main St, Anytown, USA"
789,Employee 789,26,63952.05,Finance,Male,29,High School,5.0,2015-03-03,Coordinator Finance,John Doe,739-921-4697,employee789@example.com,"678 Main St, Anytown, USA"
790,Employee 790,53,55302.24,Engineering,Non-binary,9,Bachelor's,4.5,2011-11-20,Director Engineering,John Doe,447-898-8906,employee790@example.com,"234 Main St, Anytown, USA"
791,Employee 791,62,76046.79,HR,Male,10,High School,3.0,2011-09-08,Assistant HR,Jane Smith,755-708-6734,employee791@example.com,"101 Main St, Anytown, USA"
792,Employee 792,57,62978.86,Engineering,Female,29,Associate's,4.5,2023-02-21,Director Engineering,John Doe,105-761-4153,employee792@example.com,"123 Main St, Anytown, USA"
793,Employee 793,50,52488.91,Engineering,Female,9,Bachelor's,4.0,2023-09-05,Engineer Engineering,David Brown,155-814-7229,employee793@example.com,"890 Main St, Anytown, USA"
794,Employee 794,33,93161.91,Sales,Non-binary,20,Master's,3.0,2021-03-03,Analyst Sales,David Brown,459-872-5431,employee794@example.com,"1234 Main St, Anytown, USA"
795,Employee 795,33,50420.29,Marketing,Female,30,High School,4.5,2011-02-03,Coordinator Marketing,David Brown,385-996-3276,employee795@example.com,"901 Main St, Anytown, USA"
796,Employee 796,31,116263.64,Engineering,Female,20,Associate's,3.5,2022-03-26,Director Engineering,Bob Johnson,558-514-9365,employee796@example.com,"123 Main St, Anytown, USA"
797,Employee 797,40,112897.37,HR,Female,4,Associate's,3.0,2023-04-24,Engineer HR,Emily Williams,498-287-4852,employee797@example.com,"1234 Main St, Anytown, USA"
798,Employee 798,29,83427.6,Sales,Male,1,PhD,3.0,2017-12-05,Director Sales,Bob Johnson,384-240-3237,employee798@example.com,"901 Main St, Anytown, USA"
799,Employee 799,32,43191.02,Finance,Male,2,PhD,3.0,2017-04-13,Engineer Finance,Bob Johnson,563-202-3647,employee799@example.com,"123 Main St, Anytown, USA"
800,Employee 800,62,77217.21,HR,Female,13,Master's,3.5,2018-02-21,Assistant HR,Jane Smith,635-563-1569,employee800@example.com,"456 Main St, Anytown, USA"
801,Employee 801,23,56822.13,Finance,Female,6,Bachelor's,3.0,2019-11-02,Coordinator Finance,Jane Smith,689-234-6518,employee801@example.com,"456 Main St, Anytown, USA"
802,Employee 802,52,82561.12,Finance,Female,11,Master's,3.5,2017-11-20,Assistant Finance,David Brown,488-874-1791,employee802@example.com,"678 Main St, Anytown, USA"
803,Employee 803,52,53273.47,Sales,Non-binary,17,Bachelor's,4.0,2019-01-23,Director Sales,John Doe,307-208-1552,employee803@example.com,"567 Main St, Anytown, USA"
804,Employee 804,41,103017.45,HR,Male,30,Master's,4.0,2022-08-03,Engineer HR,Bob Johnson,854-660-9272,employee804@example.com,"567 Main St, Anytown, USA"
805,Employee 805,30,43161.63,Finance,Non-binary,8,Associate's,4.5,2010-06-05,Assistant Finance,Jane Smith,399-665-1196,employee805@example.com,"101 Main St, Anytown, USA"
